epoch,loss,val_loss
0,0.013077418319880962,0.0067449891939759254
1,0.003623286262154579,0.005648753140121698
2,0.001699057756923139,0.0010818821610882878
3,0.0009186273091472685,0.0003607085673138499
4,0.0007670927443541586,0.00032935611670836806
5,0.0007035261369310319,0.00039263349026441574
6,0.0006628301925957203,0.00033977540442720056
7,0.0006253573228605092,0.00044655491365119815
8,0.0005957704852335155,0.00038049655267968774
9,0.0005778988124802709,0.00033484166488051414
10,0.0005718206521123648,0.00043492569238878787
11,0.000557128107175231,0.0003784789878409356
12,0.0005416388739831746,0.0003722719266079366
13,0.0005141574656590819,0.00032465584808960557
14,0.0005035431240685284,0.0003521291655488312
15,0.0004906198009848595,0.0003261410747654736
16,0.00048000854440033436,0.00032911833841353655
17,0.00046460487646982074,0.00032476038904860616
18,0.0004532358725555241,0.00032638810807839036
19,0.0004459928604774177,0.0003219037316739559
20,0.00043045158963650465,0.0003245354746468365
21,0.0004226444580126554,0.00032093081972561777
22,0.00043004946201108396,0.00032798544270917773
23,0.00042166581260971725,0.0003283363184891641
24,0.00041595505899749696,0.00033326109405606985
25,0.0004102960228919983,0.0003326748847030103
26,0.00041052058804780245,0.0003422129084356129
27,0.00040656703640706837,0.0003385274321772158
28,0.00040210195584222674,0.0003468617796897888
29,0.00040256831562146544,0.00036546256160363555
30,0.00038102729013189673,0.0003274373593740165
31,0.0003891689411830157,0.00033981326851062477
32,0.00039311981527134776,0.0003745289286598563
33,0.0003989399701822549,0.00045913184294477105
34,0.00038969379966147244,0.0003696635540109128
35,0.0003793527721427381,0.0003725186106748879
36,0.00037604194949381053,0.00035761561593972147
37,0.0003746251168195158,0.00035947695141658187
38,0.0003727735602296889,0.0003573180874809623
39,0.0003766962909139693,0.00040534132858738303
40,0.00036349130095914006,0.00033837833325378597
41,0.00035839638439938426,0.00033106206683441997
42,0.0003572800487745553,0.0003339835093356669
43,0.000360912672476843,0.0003249005530960858
44,0.00036033010110259056,0.00032865992398001254
45,0.0003662307281047106,0.00035922956885769963
46,0.0003555998264346272,0.00034159229835495353
47,0.0003550649562384933,0.00034392214729450643
48,0.00035896385088562965,0.0003301913966424763
49,0.0003611293213907629,0.0003745954600162804
50,0.0003573888388928026,0.00036608445225283504
51,0.00035881740041077137,0.00035138215753249824
52,0.00036213683779351413,0.00034737595706246793
53,0.0003581042983569205,0.00037161106592975557
54,0.0003644447715487331,0.00035513780312612653
55,0.0003567637177184224,0.0003334256762173027
56,0.00035286828642711043,0.0003607079270295799
57,0.0003574630827642977,0.00033178747980855405
58,0.00035097546060569584,0.00035530500463210046
59,0.00035801855847239494,0.00034316052915528417
60,0.00035416422178968787,0.00032066291896626353
61,0.0003469641669653356,0.0003401801805011928
62,0.0003526134241838008,0.00033942871959879994
63,0.0003478394646663219,0.0003684719849843532
64,0.00035750161623582244,0.0003608990809880197
65,0.0003527523367665708,0.00035766675136983395
66,0.0003509456873871386,0.00036382072721607983
67,0.0003564502112567425,0.0003535982104949653
68,0.00035077560460194945,0.0003726532740984112
69,0.0003583673678804189,0.0003637856862042099
70,0.0003581866330932826,0.0003648826386779547
71,0.00035259599098935723,0.0003522292827256024
72,0.00036105402978137136,0.0003170371928717941
73,0.00036267886753194034,0.0003190323186572641
74,0.0003618159971665591,0.00033359217923134565
75,0.00034948025131598115,0.00032552992342971265
76,0.00035302803735248744,0.00033325699041597545
77,0.00034709813189692795,0.00032883614767342806
78,0.00034695258364081383,0.000327119865687564
79,0.00035001113428734243,0.0003395038074813783
80,0.00033844649442471564,0.0003211107978131622
81,0.00035608315374702215,0.0003478411235846579
82,0.0003648224810604006,0.00035001744981855154
83,0.00034563912777230144,0.00032944983104243875
84,0.0003493528929539025,0.0003395124804228544
85,0.0003356090746819973,0.0003198388440068811
86,0.00034433460677973926,0.0003257707576267421
87,0.0003471107629593462,0.0003478340513538569
88,0.0003532166010700166,0.0003253753820899874
89,0.00034410838270559907,0.0003365789889357984
90,0.0003354721993673593,0.0003203775850124657
91,0.0003423535672482103,0.0003204245585948229
92,0.0003473018587101251,0.000346337299561128
93,0.0003441596345510334,0.00032543338602408767
94,0.00034034933196380734,0.00033836468355730176
95,0.0003354094224050641,0.0003208138223271817
96,0.00034243581467308104,0.0003198993799742311
97,0.0003436534898355603,0.00034346739994361997
98,0.0003395221137907356,0.0003186314133927226
99,0.0003395162057131529,0.00033217313466593623
