epoch,loss,val_loss
0,0.009341218508780003,0.009331703186035156
1,0.009340589866042137,0.009331705048680305
2,0.009340586140751839,0.009331705048680305
3,0.009340586140751839,0.009331705048680305
4,0.009340586140751839,0.009331705048680305
5,0.009340586140751839,0.009331705048680305
6,0.009340586140751839,0.009331705048680305
7,0.009340586140751839,0.009331705048680305
8,0.009340586140751839,0.009331705048680305
9,0.009340586140751839,0.009331705048680305
10,0.009340586140751839,0.009331705048680305
11,0.009340586140751839,0.009331705048680305
12,0.009340586140751839,0.009331705048680305
13,0.009340586140751839,0.009331705048680305
14,0.009340586140751839,0.009331705048680305
15,0.009340586140751839,0.009331705048680305
16,0.009340586140751839,0.009331705048680305
17,0.009340586140751839,0.009331705048680305
18,0.009340586140751839,0.009331705048680305
19,0.009340586140751839,0.009331705048680305
20,0.009340586140751839,0.009331705048680305
21,0.009340586140751839,0.009331705048680305
22,0.009340586140751839,0.009331705048680305
23,0.009340586140751839,0.009331705048680305
24,0.009340586140751839,0.009331705048680305
25,0.009340586140751839,0.009331705048680305
26,0.009340586140751839,0.009331705048680305
27,0.009340586140751839,0.009331705048680305
28,0.009340586140751839,0.009331705048680305
29,0.009340586140751839,0.009331705048680305
30,0.009340586140751839,0.009331705048680305
31,0.009340586140751839,0.009331705048680305
32,0.009340586140751839,0.009331705048680305
33,0.009340586140751839,0.009331705048680305
34,0.009340586140751839,0.009331705048680305
35,0.009340586140751839,0.009331705048680305
36,0.009340586140751839,0.009331705048680305
37,0.009340586140751839,0.009331705048680305
38,0.009340586140751839,0.009331705048680305
39,0.009340586140751839,0.009331705048680305
40,0.009340586140751839,0.009331705048680305
41,0.009340586140751839,0.009331705048680305
42,0.009340586140751839,0.009331705048680305
43,0.009340586140751839,0.009331705048680305
44,0.009340586140751839,0.009331705048680305
45,0.009340586140751839,0.009331705048680305
46,0.009340586140751839,0.009331705048680305
47,0.009340586140751839,0.009331705048680305
48,0.009340586140751839,0.009331705048680305
49,0.009340586140751839,0.009331705048680305
